02:00:30.80 | INFO | utils.core.telegram:pars_sessions:56 | Searched sessions: 11.
02:01:15.06 | INFO | utils.core.telegram:pars_sessions:56 | Searched sessions: 11.
02:01:15.07 | SUCCESS | utils.core.telegram:get_accounts:106 | Search available accounts: 11.
02:01:15.07 | INFO | utils.core.telegram:check_valid_accounts:85 | Checking accounts for valid...
02:01:47.44 | SUCCESS | utils.core.telegram:check_valid_accounts:95 | Valid accounts: 10; Invalid: 1
02:01:47.45 | INFO | utils.core.telegram:get_accounts:112 | Saved 1 invalid account(s) in sessions/invalid_accounts.txt
02:02:03.78 | SUCCESS | utils.starter:stats:97 | Сохранена статистика в statistics/statistics_2024-09-12-02-02-03.csv
02:02:24.56 | INFO | utils.core.telegram:pars_sessions:56 | Searched sessions: 11.
02:02:24.56 | SUCCESS | utils.core.telegram:get_accounts:106 | Search available accounts: 11.
02:02:24.56 | INFO | utils.core.telegram:check_valid_accounts:85 | Checking accounts for valid...
02:02:56.93 | SUCCESS | utils.core.telegram:check_valid_accounts:95 | Valid accounts: 10; Invalid: 1
02:02:56.93 | INFO | utils.core.telegram:get_accounts:112 | Saved 1 invalid account(s) in sessions/invalid_accounts.txt
02:03:06.95 | SUCCESS | utils.starter:start:29 | Thread 6 | 7.session | Завершена задача «Ежедневные награды» и получено 500 очков
02:05:18.98 | SUCCESS | utils.starter:start:29 | Thread 3 | 3.session | Завершена задача «Присоединяйтесь к сообществу Clayton» и получено 1000 очков
02:05:19.37 | SUCCESS | utils.starter:start:29 | Thread 7 | 8.session | Завершена задача «Станьте охотником!» и получено 1000 очков
02:05:19.41 | SUCCESS | utils.starter:start:29 | Thread 4 | 4.session | Завершена задача «Станьте охотником!» и получено 1000 очков
02:05:19.51 | SUCCESS | utils.starter:start:29 | Thread 1 | 10.session | Завершена задача «Подпишитесь на Clayton в X» и получено 1000 очков
02:05:20.01 | SUCCESS | utils.starter:start:29 | Thread 8 | 9.session | Завершена задача «Присоединяйтесь к сообществу Clayton» и получено 1000 очков
02:05:20.21 | SUCCESS | utils.starter:start:29 | Thread 2 | 2.session | Завершена задача «Станьте охотником!» и получено 1000 очков
02:05:20.34 | SUCCESS | utils.starter:start:29 | Thread 5 | 5.session | Завершена задача «Присоединяйтесь к Telegram-каналу Cat Gold Miner!» и получено 1000 очков
02:05:20.60 | SUCCESS | utils.starter:start:29 | Thread 9 | main.session | Завершена задача «Играйте в OWLS и получите награду!» и получено 1000 очков
02:05:20.89 | SUCCESS | utils.starter:start:29 | Thread 6 | 7.session | Завершена задача «Станьте охотником!» и получено 1000 очков
02:05:21.05 | SUCCESS | utils.starter:start:29 | Thread 0 | 1.session | Завершена задача «Станьте охотником!» и получено 1000 очков
02:05:21.72 | SUCCESS | utils.starter:start:29 | Thread 3 | 3.session | Завершена задача «Подпишитесь на Clayton в X» и получено 1000 очков
02:05:22.11 | SUCCESS | utils.starter:start:29 | Thread 1 | 10.session | Завершена задача «Станьте охотником!» и получено 1000 очков
02:05:22.57 | SUCCESS | utils.starter:start:29 | Thread 4 | 4.session | Завершена задача «Присоединяйтесь к Nasduck!» и получено 1000 очков
02:05:22.58 | SUCCESS | utils.starter:start:29 | Thread 7 | 8.session | Завершена задача «Присоединяйтесь к Nasduck!» и получено 1000 очков
02:05:22.59 | SUCCESS | utils.starter:start:29 | Thread 2 | 2.session | Завершена задача «Присоединяйтесь к Nasduck!» и получено 1000 очков
02:05:22.81 | SUCCESS | utils.starter:start:29 | Thread 8 | 9.session | Завершена задача «Подпишитесь на Clayton в X» и получено 1000 очков
02:05:22.99 | SUCCESS | utils.starter:start:29 | Thread 5 | 5.session | Завершена задача «Участвуйте в промоакции приложения Clayton» и получено 1000 очков
02:05:23.42 | SUCCESS | utils.starter:start:29 | Thread 0 | 1.session | Завершена задача «Присоединяйтесь к Nasduck!» и получено 1000 очков
02:05:23.65 | SUCCESS | utils.starter:start:29 | Thread 9 | main.session | Завершена задача «Вступайте в сообщество OWLS» и получено 1000 очков
02:05:24.16 | SUCCESS | utils.starter:start:29 | Thread 6 | 7.session | Завершена задача «Присоединяйтесь к Nasduck!» и получено 1000 очков
02:05:24.43 | SUCCESS | utils.starter:start:29 | Thread 1 | 10.session | Завершена задача «Присоединяйтесь к Nasduck!» и получено 1000 очков
02:05:24.75 | SUCCESS | utils.starter:start:29 | Thread 3 | 3.session | Завершена задача «Станьте охотником!» и получено 1000 очков
02:05:24.99 | SUCCESS | utils.starter:start:29 | Thread 2 | 2.session | Завершена задача «Играйте в OWLS и получите награду!» и получено 1000 очков
02:05:25.11 | SUCCESS | utils.starter:start:29 | Thread 7 | 8.session | Завершена задача «Играйте в OWLS и получите награду!» и получено 1000 очков
02:05:25.24 | SUCCESS | utils.starter:start:29 | Thread 8 | 9.session | Завершена задача «Станьте охотником!» и получено 1000 очков
02:05:25.48 | SUCCESS | utils.starter:start:29 | Thread 4 | 4.session | Завершена задача «Играйте в OWLS и получите награду!» и получено 1000 очков
02:05:26.05 | SUCCESS | utils.starter:start:29 | Thread 5 | 5.session | Завершена задача «Присоединяйтесь к сообществу Clayton» и получено 1000 очков
02:05:26.25 | SUCCESS | utils.starter:start:29 | Thread 9 | main.session | Завершена задача «Играйте в PiggyPiggy» и получено 1000 очков
02:05:26.59 | SUCCESS | utils.starter:start:29 | Thread 0 | 1.session | Завершена задача «Играйте в OWLS и получите награду!» и получено 1000 очков
02:05:26.70 | SUCCESS | utils.starter:start:29 | Thread 6 | 7.session | Завершена задача «Играйте в OWLS и получите награду!» и получено 1000 очков
02:05:27.38 | SUCCESS | utils.starter:start:29 | Thread 3 | 3.session | Завершена задача «Присоединяйтесь к Nasduck!» и получено 1000 очков
02:05:27.49 | SUCCESS | utils.starter:start:29 | Thread 1 | 10.session | Завершена задача «Играйте в OWLS и получите награду!» и получено 1000 очков
02:05:27.53 | SUCCESS | utils.starter:start:29 | Thread 2 | 2.session | Завершена задача «Вступайте в сообщество OWLS» и получено 1000 очков
02:05:27.95 | SUCCESS | utils.starter:start:29 | Thread 8 | 9.session | Завершена задача «Присоединяйтесь к Nasduck!» и получено 1000 очков
02:05:27.97 | SUCCESS | utils.starter:start:29 | Thread 7 | 8.session | Завершена задача «Вступайте в сообщество OWLS» и получено 1000 очков
02:05:28.51 | SUCCESS | utils.starter:start:29 | Thread 4 | 4.session | Завершена задача «Вступайте в сообщество OWLS» и получено 1000 очков
02:05:28.89 | SUCCESS | utils.starter:start:29 | Thread 5 | 5.session | Завершена задача «Подпишитесь на Clayton в X» и получено 1000 очков
02:05:29.06 | SUCCESS | utils.starter:start:29 | Thread 6 | 7.session | Завершена задача «Вступайте в сообщество OWLS» и получено 1000 очков
02:05:29.51 | SUCCESS | utils.starter:start:29 | Thread 9 | main.session | Завершена задача «Играйте на TON Station» и получено 1000 очков
02:05:29.84 | SUCCESS | utils.starter:start:29 | Thread 3 | 3.session | Завершена задача «Играйте в OWLS и получите награду!» и получено 1000 очков
02:05:29.91 | SUCCESS | utils.starter:start:29 | Thread 0 | 1.session | Завершена задача «Вступайте в сообщество OWLS» и получено 1000 очков
02:05:30.36 | SUCCESS | utils.starter:start:29 | Thread 1 | 10.session | Завершена задача «Вступайте в сообщество OWLS» и получено 1000 очков
02:05:30.65 | SUCCESS | utils.starter:start:29 | Thread 2 | 2.session | Завершена задача «Играйте в PiggyPiggy» и получено 1000 очков
02:05:30.91 | SUCCESS | utils.starter:start:29 | Thread 7 | 8.session | Завершена задача «Играйте в PiggyPiggy» и получено 1000 очков
02:05:31.10 | SUCCESS | utils.starter:start:29 | Thread 8 | 9.session | Завершена задача «Играйте в OWLS и получите награду!» и получено 1000 очков
02:05:31.61 | SUCCESS | utils.starter:start:29 | Thread 4 | 4.session | Завершена задача «Играйте в PiggyPiggy» и получено 1000 очков
02:05:32.03 | SUCCESS | utils.starter:start:29 | Thread 5 | 5.session | Завершена задача «Станьте охотником!» и получено 1000 очков
02:05:32.11 | SUCCESS | utils.starter:start:29 | Thread 6 | 7.session | Завершена задача «Играйте в PiggyPiggy» и получено 1000 очков
02:05:32.27 | SUCCESS | utils.starter:start:29 | Thread 9 | main.session | Завершена задача «Подпишитесь на Telegram-канал TON Station» и получено 1000 очков
